15. Salve puella,Alio modo - in C,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.242a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",CM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/242.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/015_salve_puella_C_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/015_salve_puella_C_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/015_salve_puella_C_anon.mid,1573937589,1588630218
16. Salve puella,In G,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.242b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",GM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/242.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/016_salve_puella_G_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/016_salve_puella_G_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/016_salve_puella_G_anon.mid,1573937589,1588630218
17. K�nigs dantz,In F,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.242c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/242.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/017_konigs_dantz+nachdantz_F_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/017_konigs_dantz+nachdantz_F_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/017_konigs_dantz+nachdantz_F_anon.mid,1573937589,1588630218
18. K�nigs dantz,Alio modo - in C,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.243a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",CM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/243.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/018_konigs_dantz+nachdantz_C_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/018_konigs_dantz+nachdantz_C_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/018_konigs_dantz+nachdantz_C_anon.mid,1573937589,1588630218
19. K�nigs dantz,Alio modo - in G,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.243b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",GM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/243.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/019_konigs_dantz+nachdantz_G_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/019_konigs_dantz+nachdantz_G_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/019_konigs_dantz+nachdantz_G_anon.mid,1573937589,1588630218
20. Was w�llenn wir|uff den Abend thun?,In F,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.243c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/243.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/020_was_wollenn_wir_uff_den_abend_thun_F_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/020_was_wollenn_wir_uff_den_abend_thun_F_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/020_was_wollenn_wir_uff_den_abend_thun_F_anon.mid,1573937589,1588630218
21. Was w�llenn wir|uff den Abend thun?,Alio modo - in G,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.244a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",GM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/244.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/021_was_wollenn_wir_uff_den_abend_thun_G_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/021_was_wollenn_wir_uff_den_abend_thun_G_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/021_was_wollenn_wir_uff_den_abend_thun_G_anon.mid,1573937589,1588630218
30. Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.247d,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",CM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/247.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/030_dantz+nachdantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/030_dantz+nachdantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/030_dantz+nachdantz_anon.mid,1573937589,1588630218
31. Man ladt uns fur die Hochzeit,In Cm,Richard Green,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.248,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Cm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/248.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/031_man_ladt_uns_fur_die_hochzeit_Cm_green.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/031_man_ladt_uns_fur_die_hochzeit_Cm_green.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/031_man_ladt_uns_fur_die_hochzeit_Cm_green.mid,1573937589,1588630218
35. Hoffdantz,Der Schwartzknaab,,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.250b,Sarge Gerbode,Sarge Gerbode,,,,,,,"hoff tantz, nachtanz",CM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/250.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/035_schwartzknab_der_hoffdantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/035_schwartzknab_der_hoffdantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/035_schwartzknab_der_hoffdantz_anon.mid,1573937589,1588630218
36. Der Bettler Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.251,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",CM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/251.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/036_der_bettler_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/036_der_bettler_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/036_der_bettler_dantz_anon.mid,1573937589,1588630218
39. Bentzenauwer Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.253,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/253.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/039_bentzenauwer_dantz.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/039_bentzenauwer_dantz.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/039_bentzenauwer_dantz.mid,1573937589,1588630218
41. Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.254a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",EbM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/254.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/041_dantz+nachdantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/041_dantz+nachdantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/041_dantz+nachdantz_anon.mid,1573937589,1588630218
45. Jungfrauw Christina Tantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.255b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/255.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/045_jungfrauw_christina_tantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/045_jungfrauw_christina_tantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/045_jungfrauw_christina_tantz_anon.mid,1573937589,1588630218
48. Es hatt ein Pe�rlin sein|Fre�wlin verlorenn,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.256a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/256.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/048_es_hatt_ein_peurlin_sein_freuwlin_verlorenn_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/048_es_hatt_ein_peurlin_sein_freuwlin_verlorenn_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/048_es_hatt_ein_peurlin_sein_freuwlin_verlorenn_anon.mid,1573937589,1588630218
50. Der He�en dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.256c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/256.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/050_der_hessen_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/050_der_hessen_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/050_der_hessen_dantz_anon.mid,1573937589,1656886094
56. Junckherren Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.259a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/259.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/056_junckherren_dantz+nachtanz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/056_junckherren_dantz+nachtanz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/056_junckherren_dantz+nachtanz_anon.mid,1573937589,1588630218
57. Hertzog Augusti Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.259b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/259.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/057_herzog_augusti_dantz+nachtanz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/057_herzog_augusti_dantz+nachtanz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/057_herzog_augusti_dantz+nachtanz_anon.mid,1573937589,1588630218
58. Hoffdantz Pfaltzgraff Friderichs,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.259c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/259.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/058_hoffdantz_pfaltzgraff_friderichs_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/058_hoffdantz_pfaltzgraff_friderichs_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/058_hoffdantz_pfaltzgraff_friderichs_anon.mid,1573937589,1588630218
59. Camilli fantasia,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.260a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/260.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/059_camilli_fantasia_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/059_camilli_fantasia_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/059_camilli_fantasia_anon.mid,1573937589,1588630218
60. Wan ich fur das Hauss spatzierenn,,F.P.,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.260b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/260.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/060_wan_ich_fur_das_hauss_spatzierenn_fp.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/060_wan_ich_fur_das_hauss_spatzierenn_fp.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/060_wan_ich_fur_das_hauss_spatzierenn_fp.mid,1573937589,1588630218
61. Ubiquisten tantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.260c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/260.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/061_ubiquisten_tanz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/061_ubiquisten_tanz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/061_ubiquisten_tanz_anon.mid,1573937589,1588630218
62.Der Calvinisten Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.261a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/261.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/062_der_calvinisten_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/062_der_calvinisten_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/062_der_calvinisten_dantz_anon.mid,1573937589,1588630218
63. Adelich und frummb,,Richard Green,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.261b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/261.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/063_adelich_und_frummb_green.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/063_adelich_und_frummb_green.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/063_adelich_und_frummb_green.mid,1573937589,1588630218
64. Ein lieblicher guther Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.261c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/261.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/064_ein_lieblicher_guther_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/064_ein_lieblicher_guther_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/064_ein_lieblicher_guther_dantz_anon.mid,1573937589,1588630218
65. Wo gehn die Bamberger M�gdlein hin,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.263a,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/263.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/065_wo_gehn_die_bamberger_magdlein_hin_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/065_wo_gehn_die_bamberger_magdlein_hin_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/065_wo_gehn_die_bamberger_magdlein_hin_anon.mid,1573937589,1588630218
66. Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.263b,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/263.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/066_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/066_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/066_dantz_anon.mid,1573937589,1588630218
67. Todtenn Dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.263c,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/263.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/067_todten_dantz_anon.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/067_todten_dantz_anon.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/067_todten_dantz_anon.mid,1573937589,1588630218
68. Dantz M�gdlein dantz,,Anonymous,,CH-Bu:Basel University Library,ms F.IX.70:Wurstisen lute book,,1591,p.263d,Sarge Gerbode,Sarge Gerbode,,,,,,,"dance, nachtanz",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book_1591/263.png,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/068_dantz_magdlein_dantz.ft3,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/pdf/068_dantz_magdlein_dantz.pdf,https://lutemusic.org/sources/CH-Bu_Basel_University_Library/ms_F.IX.70_Wurstisen_lute_book/v6_dances/midi/068_dantz_magdlein_dantz.mid,1573937589,1588630218
